inconsistenciesObjective,aestheticObjective
895.0,0.0
895.0,0.0
866.0,16.0
895.0,0.0
1015.0,162.637
835.0,333.333
895.0,108.046
895.0,0.0
895.0,0.0
866.0,16.0
1115.0,533.333
895.0,1036.0
895.0,0.0
835.0,333.333
895.0,731.566
895.0,0.0
895.0,0.0
866.0,16.0
1015.0,162.637
895.0,0.0
835.0,333.333
895.0,0.0
895.0,1012.0
895.0,108.046
1000000.0,305.494
835.0,333.333
895.0,108.046
866.0,1028.0
895.0,0.0
866.0,16.0
1015.0,162.637
895.0,0.0
1015.0,162.637
895.0,0.0
866.0,16.0
895.0,108.046
866.0,16.0
1000000.0,498.859
1000000.0,2919.908
895.0,140.225
895.0,0.0
895.0,0.0
866.0,16.0
1015.0,162.637
817.0,252.605
866.0,16.0
895.0,0.0
895.0,137.258
835.0,166.667
895.0,0.0
895.0,0.0
895.0,0.0
1015.0,162.637
837.0,32.0
1000000.0,1957.909
1000000.0,397.073
866.0,16.0
895.0,108.046
895.0,0.0
895.0,0.0
866.0,16.0
1015.0,162.637
835.0,333.333
895.0,0.0
895.0,0.0
1471.0,498.795
1000000.0,1308.046
835.0,333.333
912.0,29.667
1015.0,162.637
835.0,333.333
1015.0,94.008
1000000.0,863.221
796.0,333.333
895.0,1036.0
953.0,1198.694
1000000.0,794.921
895.0,0.0
1000000.0,108.046
1000000.0,476.692
895.0,108.046
895.0,108.046
1015.0,162.637
1000000.0,585.738
1015.0,162.637
895.0,0.0
895.0,0.0
1000000.0,224.36
895.0,0.0
866.0,16.0
895.0,281.928
1000000.0,428.906
835.0,406.667
895.0,0.0
835.0,333.333
866.0,16.0
895.0,195.804
808.0,156.046
895.0,0.0
895.0,0.0
796.0,441.379
796.0,3133.333
790.0,3133.333
778.0,3133.333
754.0,3133.333
706.0,3133.333
610.0,3133.333
418.0,3133.333
1131.0,3133.333
424.0,3133.333
412.0,3133.333
400.0,3133.333
376.0,3133.333
337.0,3133.333
487.0,3133.333
337.0,3133.333
337.0,3133.333
796.0,3133.333
796.0,3133.333
1000000.0,381.855
784.0,381.855
760.0,478.898
712.0,672.984
616.0,1061.156
32806.0,1842.501
628.0,1012.635
604.0,1109.678
580.0,1206.721
532.0,1400.807
32946.0,1790.229
544.0,1352.285
520.0,1449.328
496.0,1546.372
448.0,1740.458
114948.0,2177.38
460.0,1691.936
32946.0,1790.229
817.0,613.333
1000000.0,613.333
1000000.0,382.284
796.0,382.284
796.0,355.02
796.0,355.02
796.0,3133.333
796.0,3133.333
796.0,3333.333
796.0,3333.333
796.0,3333.333
796.0,3333.333
1000000.0,354.119
852.0,354.119
796.0,933.333
1000000.0,933.333
1000000.0,370.723
796.0,370.723
796.0,3333.333
818.0,3333.333
796.0,3333.333
796.0,3333.333
796.0,1333.333
782.0,1333.333
754.0,1333.333
459.0,1333.333
459.0,1333.333
459.0,1333.333
459.0,1333.333
848.0,1333.333
782.0,1333.333
754.0,1333.333
459.0,1333.333
459.0,1333.333
459.0,1333.333
459.0,1333.333
1000000.0,361.378
796.0,361.378
847.0,466.667
1000000.0,466.667
1000000.0,420.29
796.0,420.29
796.0,1333.333
796.0,1333.333
796.0,1333.333
796.0,1333.333
767.0,349.333
459.0,381.333
719.0,445.333
459.0,397.333
738.0,365.333
769.0,1333.333
459.0,1333.333
483.0,1333.333
459.0,1333.333
742.0,1333.333
1000000.0,380.337
955.0,380.337
745.0,500.0
459.0,833.333
459.0,1500.0
459.0,1000.0
459.0,666.667
796.0,333.333
459.0,833.333
745.0,500.0
1000000.0,441.379
796.0,441.379
796.0,1037.619
796.0,1037.619
796.0,1333.333
796.0,1333.333
796.0,1333.333
825.0,1333.333
771.0,1333.333
471.0,1333.333
487.0,1333.333
475.0,1333.333
746.0,1333.333
1000000.0,401.962
796.0,401.962
835.0,500.0
1000000.0,500.0
1000000.0,476.19
796.0,476.19
796.0,1333.333
796.0,1333.333
796.0,1333.333
796.0,1333.333
813.0,363.0
779.0,363.0
745.0,422.333
459.0,541.0
459.0,778.333
459.0,511.333
459.0,452.0
796.0,333.333
745.0,422.333
459.0,481.667
842.0,2533.333
778.0,2533.333
742.0,2533.333
459.0,2533.333
459.0,2533.333
459.0,2533.333
459.0,2533.333
1000000.0,381.12
869.0,381.52
796.0,740.0
1000000.0,740.0
1000000.0,622.36
796.0,622.36
796.0,2335.0
796.0,2335.0
796.0,1345.333
796.0,1345.333
895.0,108.046
895.0,1036.0
895.0,0.0
835.0,333.333
864.0,349.333
1015.0,162.637
895.0,1012.0
866.0,16.0
1195.0,235.019
895.0,0.0
835.0,1278.608
866.0,16.0
895.0,1012.0
866.0,16.0
1000000.0,729.169
976.0,282.667
895.0,0.0
1000000.0,475.991
953.0,1198.694
1015.0,162.637
817.0,252.605
1000000.0,867.08
895.0,0.0
806.0,182.667
1000000.0,498.859
1683.0,715.663
1000000.0,1143.341
1015.0,162.637
895.0,0.0
808.0,156.046
1000000.0,347.826
895.0,0.0
895.0,0.0
835.0,333.333
866.0,16.0
866.0,16.0
837.0,32.0
887.0,296.0
796.0,441.379
895.0,108.046
895.0,0.0
1000000.0,782.563
895.0,0.0
1000000.0,498.859
895.0,281.928
1000000.0,1957.909
1057.0,1922.637
895.0,108.046
1000000.0,863.221
1000000.0,755.517
1015.0,162.637
1000000.0,2163.811
1000000.0,1149.258
953.0,1198.694
1000000.0,333.714
953.0,1198.694
1000000.0,528.336
895.0,0.0
1000000.0,861.297
837.0,1044.0
1000000.0,639.574
1015.0,162.637
866.0,16.0
895.0,0.0
1000000.0,2120.396
1015.0,162.637
835.0,333.333
835.0,333.333
955.0,380.337
1141.0,1842.637
806.0,536.282
895.0,108.046
895.0,281.928
835.0,333.333
895.0,108.046
866.0,124.046
1015.0,162.637
1115.0,533.333
866.0,232.092
895.0,0.0
835.0,333.333
895.0,108.046
895.0,0.0
953.0,1198.694
806.0,1194.667
1000000.0,911.387
1471.0,498.795
895.0,0.0
837.0,32.0
619.0,2151.995
895.0,137.258
895.0,137.258
2230.0,1929.153
895.0,137.258
1000000.0,671.785
895.0,1036.0
1115.0,533.333
866.0,16.0
1000000.0,799.035
1000000.0,2919.908
337.0,3133.333
337.0,3133.333
337.0,5933.333
337.0,5933.333
1000000.0,3181.855
4200.0,3181.855
349.0,3413.333
1000000.0,3413.333
1000000.0,3182.284
365.0,3182.284
337.0,3155.02
337.0,3155.02
337.0,5933.333
337.0,5933.333
337.0,6133.333
337.0,6133.333
337.0,6133.333
337.0,6133.333
1000000.0,3154.119
393.0,3154.119
337.0,3733.333
1000000.0,3733.333
1000000.0,3170.723
337.0,3170.723
337.0,6133.333
369.0,6133.333
337.0,6133.333
337.0,6133.333
337.0,4133.333
323.0,4133.333
295.0,4133.333
0.0,4133.333
0.0,4133.333
0.0,4133.333
0.0,4133.333
389.0,4133.333
323.0,4133.333
295.0,4133.333
0.0,4133.333
0.0,4133.333
0.0,4133.333
0.0,4133.333
1000000.0,3161.378
337.0,3161.378
388.0,3266.667
1000000.0,3266.667
1000000.0,3220.29
337.0,3220.29
337.0,4133.333
337.0,4133.333
337.0,4133.333
337.0,4133.333
308.0,3149.333
0.0,3181.333
260.0,3245.333
0.0,3197.333
279.0,3165.333
310.0,4133.333
0.0,4133.333
24.0,4133.333
0.0,4133.333
283.0,4133.333
1000000.0,3180.337
496.0,3180.337
286.0,3300.0
0.0,3633.333
0.0,4300.0
0.0,3800.0
0.0,3466.667
337.0,3133.333
0.0,3633.333
286.0,3300.0
1000000.0,3241.379
337.0,3241.379
337.0,3837.619
337.0,3837.619
337.0,4133.333
337.0,4133.333
337.0,4133.333
366.0,4133.333
312.0,4133.333
12.0,4133.333
28.0,4133.333
16.0,4133.333
287.0,4133.333
1000000.0,3201.962
337.0,3201.962
376.0,3300.0
1000000.0,3300.0
1000000.0,3276.19
337.0,3276.19
337.0,4133.333
337.0,4133.333
337.0,4133.333
337.0,4133.333
354.0,3163.0
320.0,3163.0
286.0,3222.333
0.0,3341.0
0.0,3578.333
0.0,3311.333
0.0,3252.0
337.0,3133.333
286.0,3222.333
0.0,3281.667
383.0,5333.333
319.0,5333.333
283.0,5333.333
0.0,5333.333
0.0,5333.333
0.0,5333.333
0.0,5333.333
1000000.0,3181.12
410.0,3181.52
337.0,3540.0
1000000.0,3540.0
1000000.0,3422.36
337.0,3422.36
337.0,5135.0
337.0,5135.0
337.0,4145.333
337.0,4145.333
895.0,0.0
866.0,16.0
1000000.0,301.556
895.0,0.0
835.0,2030.415
835.0,333.333
895.0,0.0
895.0,2001.667
727.0,956.447
895.0,86.957
1000000.0,128.18
866.0,594.053
1097.0,437.011
631.0,1067.474
471.0,1619.048
866.0,16.0
835.0,406.667
817.0,252.605
5110.0,915.54
864.0,349.333
837.0,32.0
866.0,16.0
164400.0,3584.737
459.0,381.333
895.0,0.0
866.0,16.0
1000000.0,938.743
895.0,0.0
866.0,16.0
895.0,0.0
895.0,0.0
459.0,1333.333
866.0,232.092
946.0,89.0
1255.0,282.023
806.0,182.667
835.0,333.333
1000000.0,676.479
895.0,1800.0
895.0,0.0
895.0,0.0
895.0,0.0
1000000.0,1034.051
796.0,441.379
866.0,16.0
1000000.0,716.794
895.0,0.0
1000000.0,420.29
887.0,296.0
1000000.0,1270.608
895.0,0.0
1000000.0,527.121
895.0,0.0
835.0,333.333
895.0,0.0
895.0,0.0
459.0,1333.333
817.0,252.605
835.0,333.333
1000000.0,2338.748
895.0,0.0
835.0,333.333
895.0,0.0
459.0,348.451
895.0,0.0
1000000.0,1622.36
817.0,252.605
1000000.0,685.008
817.0,252.605
835.0,333.333
1000000.0,112.18
796.0,441.379
337.0,3655.072
866.0,16.0
459.0,1333.333
1000000.0,1865.436
1000000.0,382.29
866.0,16.0
459.0,666.667
155816.0,4159.149
835.0,333.333
835.0,333.333
866.0,16.0
560.0,1782.029
895.0,0.0
835.0,166.667
796.0,441.379
946.0,133.333
835.0,333.333
459.0,666.667
940.0,2818.667
895.0,0.0
796.0,431.235
1000000.0,705.26
895.0,0.0
619.0,2151.995
866.0,16.0
835.0,333.333
835.0,1278.608
835.0,333.333
0.0,3181.333
0.0,3181.333
0.0,5981.333
0.0,5981.333
1000000.0,3229.855
3863.0,3229.855
12.0,3461.333
1000000.0,3461.333
1000000.0,3230.284
28.0,3230.284
0.0,3203.02
0.0,3203.02
0.0,5981.333
0.0,5981.333
0.0,6181.333
0.0,6181.333
0.0,6181.333
0.0,6181.333
1000000.0,3202.119
56.0,3202.119
0.0,3781.333
1000000.0,3781.333
1000000.0,3218.723
0.0,3218.723
0.0,6181.333
32.0,6181.333
0.0,6181.333
0.0,6181.333
0.0,4181.333
0.0,4181.333
60.0,4181.333
0.0,4181.333
1000000.0,3209.378
0.0,3209.378
301.0,3314.667
1000000.0,3314.667
1000000.0,3268.29
0.0,3268.29
0.0,4181.333
0.0,4181.333
0.0,4181.333
0.0,4181.333
0.0,3197.333
279.0,3165.333
0.0,4181.333
277.0,4181.333
1000000.0,3228.337
499.0,3228.337
0.0,3348.0
289.0,3014.667
1000000.0,3289.379
0.0,3289.379
0.0,3885.619
0.0,3885.619
0.0,4181.333
0.0,4181.333
0.0,4181.333
279.0,4181.333
4.0,4181.333
279.0,4181.333
1000000.0,3249.962
0.0,3249.962
289.0,3348.0
1000000.0,3348.0
1000000.0,3324.19
0.0,3324.19
0.0,4181.333
0.0,4181.333
0.0,4181.333
0.0,4181.333
267.0,3211.0
0.0,3211.0
296.0,5381.333
0.0,5381.333
1000000.0,3229.12
359.0,3229.52
0.0,3588.0
1000000.0,3588.0
1000000.0,3470.36
0.0,3470.36
0.0,5183.0
0.0,5183.0
0.0,4193.333
0.0,4193.333
459.0,381.333
806.0,182.667
866.0,16.0
835.0,1278.608
796.0,619.048
866.0,16.0
471.0,1333.333
1000000.0,811.196
1000000.0,3578.847
837.0,32.0
837.0,32.0
866.0,16.0
835.0,933.333
899.0,680.321
796.0,441.379
835.0,333.333
1000000.0,954.555
835.0,1278.608
835.0,2030.415
835.0,333.333
835.0,333.333
835.0,333.333
459.0,529.667
796.0,441.379
796.0,441.379
1000000.0,1049.835
459.0,348.451
1000000.0,1611.72
1000000.0,521.348
138038.0,5986.717
835.0,420.29
133177.0,1021.088
796.0,609.649
459.0,1333.333
817.0,252.605
866.0,16.0
459.0,1392.667
837.0,1593.032
837.0,32.0
835.0,333.333
796.0,333.333
866.0,16.0
817.0,743.409
0.0,5333.333
835.0,333.333
448.0,2280.688
459.0,666.667
1000000.0,702.282
951.0,540.19
796.0,441.379
886.0,466.667
1000000.0,2830.126
1000000.0,2882.632
796.0,333.333
838.0,532.605
12.0,4394.203
835.0,333.333
866.0,16.0
837.0,32.0
835.0,333.333
866.0,16.0
2565.0,1280.577
817.0,252.605
471.0,1333.333
459.0,1333.333
796.0,441.379
835.0,333.333
1000000.0,581.631
835.0,333.333
459.0,289.118
837.0,32.0
864.0,638.36
1000000.0,1497.85
459.0,348.451
866.0,16.0
817.0,252.605
837.0,32.0
835.0,333.333
5206.0,1313.059
866.0,16.0
817.0,252.605
796.0,333.333
835.0,333.333
749.0,698.667
835.0,667.536
0.0,3181.333
459.0,1333.333
1000000.0,984.855
796.0,333.333
817.0,252.605
817.0,252.605
6710.0,1504.682
806.0,182.667
837.0,1044.0
866.0,16.0
817.0,252.605
835.0,333.333
864.0,610.203
835.0,2030.415
835.0,333.333
0.0,3181.333
0.0,3181.333
0.0,5981.333
0.0,5981.333
1000000.0,3229.855
3863.0,3229.855
12.0,3461.333
1000000.0,3461.333
1000000.0,3230.284
28.0,3230.284
0.0,3203.02
0.0,3203.02
0.0,5981.333
0.0,5981.333
0.0,6181.333
0.0,6181.333
0.0,6181.333
0.0,6181.333
1000000.0,3202.119
56.0,3202.119
0.0,3781.333
1000000.0,3781.333
1000000.0,3218.723
0.0,3218.723
0.0,6181.333
32.0,6181.333
0.0,6181.333
0.0,6181.333
0.0,4181.333
0.0,4181.333
60.0,4181.333
0.0,4181.333
1000000.0,3209.378
0.0,3209.378
301.0,3314.667
1000000.0,3314.667
1000000.0,3268.29
0.0,3268.29
0.0,4181.333
0.0,4181.333
0.0,4181.333
0.0,4181.333
0.0,3197.333
279.0,3165.333
0.0,4181.333
277.0,4181.333
1000000.0,3228.337
499.0,3228.337
0.0,3348.0
289.0,3014.667
1000000.0,3289.379
0.0,3289.379
0.0,3885.619
0.0,3885.619
0.0,4181.333
0.0,4181.333
