fitnessCallNoOverall,fitnessCallNoByClusterGroup,dependentClusterGroup,searchStepName,iterationNumber,generationNumber,computedFitnessScore,computedInconsistenciesObjectiveScore,computedAestheticObjectiveScore
188,188,"[C8, C17, C7, C39, C15, C25]",avm,1,1,769.9997612676301,769.0,1333.3333333333337
189,189,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9997612676301,459.0,1333.3333333333337
190,190,"[C8, C17, C7, C39, C15, C25]",avm,1,1,483.9997612676301,483.0,1333.3333333333337
191,191,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9997612676301,459.0,1333.3333333333337
192,192,"[C8, C17, C7, C39, C15, C25]",avm,1,1,742.9997612676301,742.0,1333.3333333333337
193,193,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.9100000999163087E7,1000000.0,380.33711130485324
194,194,"[C8, C17, C7, C39, C15, C25]",avm,1,1,955.99916308679,955.0,380.33711130485324
195,195,"[C8, C17, C7, C39, C15, C25]",avm,1,1,745.9993633810765,745.0,500.0
196,196,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9996180283199,459.0,833.3333333333335
197,197,"[C8, C17, C7, C39, C15, C25]",avm,1,1,300459.99978779344,459.0,1500.0
198,198,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9996816902199,459.0,1000.0
199,199,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9995225355288,459.0,666.6666666666665
200,200,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9990450732063,796.0,333.33333333333326
201,201,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9996180283199,459.0,833.3333333333335
202,202,"[C8, C17, C7, C39, C15, C25]",avm,1,1,745.9993633810765,745.0,500.0
203,203,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.910000099927883E7,1000000.0,441.3793103448275
204,204,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.999278830398,796.0,441.3793103448275
205,205,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9996932305855,796.0,1037.6190476190477
206,206,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9996932305855,796.0,1037.6190476190477
207,207,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
208,208,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
209,209,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
210,210,"[C8, C17, C7, C39, C15, C25]",avm,1,1,825.9997612676301,825.0,1333.3333333333333
211,211,"[C8, C17, C7, C39, C15, C25]",avm,1,1,771.9997612676301,771.0,1333.3333333333333
212,212,"[C8, C17, C7, C39, C15, C25]",avm,1,1,471.9997612676301,471.0,1333.3333333333333
213,213,"[C8, C17, C7, C39, C15, C25]",avm,1,1,487.9997612676301,487.0,1333.3333333333333
214,214,"[C8, C17, C7, C39, C15, C25]",avm,1,1,475.9997612676301,475.0,1333.3333333333333
215,215,"[C8, C17, C7, C39, C15, C25]",avm,1,1,746.9997612676301,746.0,1333.3333333333333
216,216,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.910000099920811E7,1000000.0,401.9623916873404
217,217,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9992081119127,796.0,401.9623916873404
218,218,"[C8, C17, C7, C39, C15, C25]",avm,1,1,835.9993633810765,835.0,499.99999999999983
219,219,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.910000099936338E7,1000000.0,499.99999999999983
220,220,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.910000099933155E7,1000000.0,476.19047619047603
221,221,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9993315502217,796.0,476.19047619047603
222,222,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
223,223,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
224,224,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
225,225,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9997612676301,796.0,1333.3333333333333
226,226,"[C8, C17, C7, C39, C15, C25]",avm,1,1,813.9991231154794,813.0,362.9999999999999
227,227,"[C8, C17, C7, C39, C15, C25]",avm,1,1,779.9991231154794,779.0,362.9999999999999
228,228,"[C8, C17, C7, C39, C15, C25]",avm,1,1,745.9992463079132,745.0,422.33333333333326
229,229,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.99941162749786,459.0,540.9999999999999
230,230,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.99959103677384,459.0,778.3333333333333
231,231,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.99937749123785,459.0,511.33333333333326
232,232,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9992957757371,459.0,451.9999999999999
233,233,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.9990450732063,796.0,333.33333333333326
234,234,"[C8, C17, C7, C39, C15, C25]",avm,1,1,745.9992463079132,745.0,422.33333333333326
235,235,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.99933914997473,459.0,481.66666666666663
236,236,"[C8, C17, C7, C39, C15, C25]",avm,1,1,842.9998743513672,842.0,2533.333333333333
237,237,"[C8, C17, C7, C39, C15, C25]",avm,1,1,778.9998743513672,778.0,2533.333333333333
238,238,"[C8, C17, C7, C39, C15, C25]",avm,1,1,742.9998743513672,742.0,2533.333333333333
239,239,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9998743513672,459.0,2533.333333333333
240,240,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9998743513672,459.0,2533.333333333333
241,241,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9998743513672,459.0,2533.333333333333
242,242,"[C8, C17, C7, C39, C15, C25]",avm,1,1,459.9998743513672,459.0,2533.333333333333
243,243,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.9100000999164805E7,1000000.0,381.11963092609386
244,244,"[C8, C17, C7, C39, C15, C25]",avm,1,1,869.9991656807896,869.0,381.51963092609384
245,245,"[C8, C17, C7, C39, C15, C25]",avm,1,1,796.999569851767,796.0,739.9999999999999
246,246,"[C8, C17, C7, C39, C15, C25]",avm,1,1,1.9100000999569852E7,1000000.0,739.9999999999999
