inconsistenciesObjective,aestheticObjective
895.0,0.0
895.0,0.0
866.0,16.0
895.0,0.0
1015.0,162.637
835.0,333.333
895.0,108.046
895.0,0.0
895.0,0.0
835.0,274.713
895.0,108.046
1066.0,295.97
895.0,0.0
1000000.0,852.217
895.0,108.046
895.0,0.0
895.0,0.0
895.0,274.516
866.0,16.0
1066.0,295.97
835.0,333.333
895.0,1024.0
895.0,0.0
895.0,0.0
895.0,0.0
1000000.0,343.145
619.0,1955.995
835.0,476.19
895.0,0.0
895.0,0.0
796.0,1146.667
895.0,578.053
895.0,0.0
895.0,108.046
895.0,0.0
1015.0,917.556
895.0,1024.0
895.0,108.046
895.0,0.0
895.0,867.08
835.0,333.333
1015.0,162.637
1000000.0,583.207
1015.0,1362.637
1000000.0,470.591
895.0,108.046
866.0,16.0
895.0,0.0
916.0,858.053
1015.0,574.411
895.0,0.0
895.0,0.0
1015.0,162.637
1078.0,1002.637
835.0,333.333
1000000.0,1452.822
835.0,333.333
1000000.0,305.027
982.0,48.0
895.0,1012.0
1015.0,162.637
1015.0,162.637
1015.0,162.637
895.0,578.053
895.0,108.046
866.0,16.0
895.0,216.092
895.0,0.0
895.0,0.0
895.0,0.0
835.0,333.333
1015.0,162.637
895.0,0.0
895.0,0.0
835.0,333.333
895.0,0.0
1343.0,685.315
895.0,108.046
895.0,0.0
1015.0,1174.637
895.0,0.0
895.0,108.046
895.0,108.046
1015.0,162.637
895.0,0.0
895.0,108.046
866.0,16.0
895.0,285.714
1015.0,162.637
895.0,600.0
856.0,613.333
775.0,485.215
1015.0,162.637
819.0,203.892
895.0,0.0
895.0,0.0
878.0,29.667
931.0,502.287
835.0,333.333
869.0,156.232
1000000.0,347.826
619.0,4755.995
619.0,4755.995
619.0,4755.995
619.0,4755.995
631.0,1907.474
607.0,2004.517
583.0,2101.56
33012.0,2296.896
595.0,2053.038
571.0,2150.081
547.0,2247.124
61230.0,2457.46
559.0,2198.603
33012.0,2296.896
619.0,2235.995
619.0,1675.995
619.0,1115.995
1000000.0,2235.995
619.0,1395.995
1000000.0,1395.995
1000000.0,2004.946
619.0,2004.946
619.0,1977.682
619.0,1977.682
619.0,4755.995
619.0,4755.995
619.0,4955.995
619.0,4955.995
619.0,4955.995
619.0,4955.995
1000000.0,1976.781
675.0,1976.781
619.0,2555.995
1000000.0,2555.995
1000000.0,1993.385
619.0,1993.385
619.0,4955.995
641.0,4955.995
619.0,4955.995
619.0,4955.995
619.0,2955.995
605.0,2955.995
577.0,2955.995
521.0,2955.995
183.0,2955.995
3915.0,2955.995
183.0,2955.995
183.0,2955.995
671.0,2955.995
605.0,2955.995
577.0,2955.995
521.0,2955.995
183.0,2955.995
3915.0,2955.995
183.0,2955.995
183.0,2955.995
1000000.0,1984.04
619.0,1984.04
670.0,2089.328
1000000.0,2089.328
1000000.0,2042.952
619.0,2042.952
619.0,2955.995
619.0,2955.995
619.0,2955.995
619.0,2955.995
590.0,1971.995
532.0,2003.995
542.0,2067.995
503.0,2019.995
553.0,2051.995
284.0,2035.995
542.0,2067.995
553.0,2051.995
503.0,2019.995
592.0,2955.995
538.0,2955.995
207.0,2955.995
301.0,2955.995
219.0,2955.995
195.0,2955.995
511.0,2955.995
207.0,2955.995
284.0,2955.995
1000000.0,2002.999
679.0,2002.999
559.0,2122.662
469.0,2455.995
183.0,3122.662
183.0,2622.662
183.0,2955.995
183.0,2789.328
469.0,2455.995
1000000.0,2064.041
619.0,2064.041
619.0,2660.281
619.0,2660.281
619.0,2955.995
619.0,2955.995
619.0,2955.995
648.0,2955.995
594.0,2955.995
544.0,2955.995
211.0,2955.995
193.0,2955.995
183.0,2955.995
207.0,2955.995
519.0,2955.995
211.0,2955.995
304.0,2955.995
1000000.0,2024.624
619.0,2024.624
559.0,2122.662
469.0,2455.995
183.0,3122.662
619.0,4455.995
183.0,3289.328
183.0,2955.995
183.0,2622.662
619.0,1955.995
183.0,2789.328
469.0,2455.995
1000000.0,2098.852
619.0,2098.852
619.0,2955.995
619.0,2955.995
619.0,2955.995
619.0,2955.995
636.0,1985.662
602.0,1985.662
568.0,2044.995
500.0,2163.662
183.0,2400.995
4163.0,2875.662
183.0,2371.328
183.0,2311.995
183.0,2193.328
619.0,1955.995
500.0,2163.662
183.0,2222.995
665.0,4155.995
601.0,4155.995
565.0,4155.995
493.0,4155.995
183.0,4155.995
4070.0,4155.995
183.0,4155.995
183.0,4155.995
1000000.0,2003.781
593.0,2004.181
541.0,2100.554
183.0,2293.299
301.0,2678.79
183.0,2245.113
515.0,2148.74
299.0,2196.927
183.0,2293.299
559.0,2362.662
764.0,3175.995
520.0,2769.328
512.0,3582.662
413.0,5209.328
546.0,3989.328
764.0,3175.995
1000000.0,2245.022
619.0,2245.022
619.0,3957.662
619.0,3957.662
619.0,2967.995
619.0,2967.995
1015.0,162.637
895.0,0.0
878.0,29.667
2234.0,721.017
1000000.0,1514.287
895.0,0.0
912.0,245.759
1000000.0,627.186
1000000.0,444.554
895.0,0.0
835.0,333.333
895.0,1006.625
895.0,146.853
1066.0,584.997
866.0,16.0
895.0,0.0
895.0,0.0
1000000.0,721.506
895.0,0.0
895.0,0.0
1000000.0,343.145
895.0,108.046
895.0,108.046
835.0,333.333
866.0,594.053
866.0,16.0
895.0,972.414
895.0,0.0
895.0,0.0
931.0,754.692
1000000.0,1091.459
895.0,108.046
982.0,48.0
1000000.0,1962.393
895.0,216.092
835.0,476.19
856.0,613.333
895.0,108.046
1000000.0,1227.122
895.0,108.046
895.0,0.0
3119.0,947.823
895.0,108.046
1015.0,162.637
940.0,1733.333
1000000.0,780.298
895.0,108.046
619.0,1955.995
895.0,108.046
895.0,0.0
895.0,108.046
895.0,0.0
1000000.0,343.145
835.0,333.333
835.0,333.333
1015.0,162.637
1000000.0,1806.984
895.0,578.053
619.0,1955.995
1000000.0,531.08
1000000.0,2588.359
895.0,108.046
835.0,274.713
895.0,0.0
1000000.0,743.673
1343.0,685.315
1066.0,295.97
1015.0,162.637
895.0,0.0
895.0,0.0
1015.0,1498.775
895.0,0.0
895.0,0.0
1000000.0,852.217
895.0,0.0
895.0,0.0
866.0,16.0
895.0,0.0
835.0,333.333
1407.0,538.462
835.0,333.333
895.0,0.0
895.0,0.0
895.0,0.0
1015.0,162.637
1000000.0,583.207
1000000.0,1298.964
895.0,600.0
1015.0,741.078
895.0,108.046
895.0,1024.0
1000000.0,1018.884
796.0,950.591
924.0,16.0
895.0,0.0
895.0,0.0
835.0,333.333
895.0,0.0
866.0,16.0
497.0,887.778
183.0,4993.328
183.0,4993.328
183.0,4993.328
183.0,4993.328
195.0,2144.807
171.0,2241.85
147.0,2338.893
32576.0,2534.229
159.0,2290.372
135.0,2387.415
111.0,2484.458
60794.0,2694.794
123.0,2435.936
32576.0,2534.229
183.0,2473.328
183.0,1913.328
183.0,1353.328
1000000.0,2473.328
183.0,1633.328
1000000.0,1633.328
1000000.0,2242.28
183.0,2242.28
183.0,2215.015
183.0,2215.015
183.0,4993.328
183.0,4993.328
183.0,5193.328
183.0,5193.328
183.0,5193.328
183.0,5193.328
1000000.0,2214.114
239.0,2214.114
183.0,2793.328
1000000.0,2793.328
1000000.0,2230.718
183.0,2230.718
183.0,5193.328
205.0,5193.328
183.0,5193.328
183.0,5193.328
183.0,3193.328
183.0,3193.328
353.0,3193.328
183.0,3193.328
1000000.0,2221.373
183.0,2221.373
534.0,2326.662
1000000.0,2326.662
1000000.0,2280.285
183.0,2280.285
183.0,3193.328
183.0,3193.328
183.0,3193.328
183.0,3193.328
183.0,2209.328
512.0,2209.328
183.0,3193.328
510.0,3193.328
1000000.0,2240.332
543.0,2240.332
183.0,2359.995
1000000.0,2359.995
1000000.0,2301.374
183.0,2301.374
183.0,2897.614
183.0,2897.614
183.0,3193.328
183.0,3193.328
183.0,3193.328
512.0,3193.328
187.0,3193.328
512.0,3193.328
1000000.0,2261.958
183.0,2261.958
183.0,2359.995
1000000.0,2359.995
1000000.0,2336.186
183.0,2336.186
183.0,3193.328
183.0,3193.328
183.0,3193.328
183.0,3193.328
500.0,2163.662
183.0,2222.995
529.0,4393.328
183.0,4393.328
1000000.0,2241.115
1609.0,2241.515
183.0,2599.995
1000000.0,2599.995
1000000.0,2482.355
183.0,2482.355
183.0,4194.995
183.0,4194.995
183.0,3205.328
183.0,3205.328
1000000.0,210.086
389.0,1324.471
895.0,0.0
856.0,613.333
796.0,705.887
628.0,1825.968
835.0,333.333
835.0,333.333
866.0,16.0
895.0,260.241
207.0,2955.995
835.0,476.19
895.0,0.0
183.0,2955.995
866.0,16.0
180408.0,4645.091
895.0,0.0
866.0,16.0
895.0,74.78
866.0,16.0
895.0,0.0
895.0,867.08
183.0,2622.662
835.0,333.333
866.0,16.0
835.0,333.333
895.0,0.0
619.0,1115.995
520.0,2769.328
195.0,2955.995
619.0,1955.995
895.0,0.0
895.0,324.138
619.0,1955.995
866.0,16.0
1000000.0,1145.7
835.0,333.333
1000000.0,382.562
895.0,0.0
895.0,0.0
835.0,333.333
895.0,0.0
878.0,29.667
1000000.0,321.716
835.0,333.333
917.0,149.333
1000000.0,48.951
1000000.0,1164.765
796.0,950.591
835.0,333.333
895.0,0.0
619.0,1202.742
835.0,333.333
835.0,333.333
835.0,333.333
1000000.0,409.524
835.0,333.333
895.0,0.0
835.0,476.19
866.0,16.0
497.0,887.778
835.0,333.333
1407.0,538.462
866.0,16.0
835.0,333.333
775.0,485.215
895.0,0.0
895.0,0.0
512.0,3582.662
895.0,0.0
183.0,2955.995
835.0,274.713
207.0,2955.995
195.0,2955.995
895.0,0.0
895.0,0.0
1000000.0,240.759
895.0,0.0
895.0,0.0
869.0,286.353
1000000.0,716.794
895.0,0.0
895.0,0.0
866.0,16.0
837.0,32.0
895.0,0.0
835.0,333.333
895.0,0.0
835.0,274.713
775.0,485.215
895.0,0.0
895.0,21.687
866.0,16.0
835.0,333.333
1000000.0,391.608
895.0,0.0
895.0,324.138
895.0,293.706
895.0,0.0
895.0,0.0
111.0,5284.458
111.0,5284.458
111.0,5284.458
111.0,5284.458
123.0,2435.936
32576.0,2534.229
111.0,2764.458
111.0,2204.458
111.0,1644.458
1000000.0,2764.458
111.0,1924.458
1000000.0,1924.458
1000000.0,2533.409
111.0,2533.409
111.0,2506.144
111.0,2506.144
111.0,5284.458
111.0,5284.458
111.0,5484.458
111.0,5484.458
111.0,5484.458
111.0,5484.458
1000000.0,2505.243
167.0,2505.243
111.0,3084.458
1000000.0,3084.458
1000000.0,2521.847
111.0,2521.847
111.0,5484.458
133.0,5484.458
111.0,5484.458
111.0,5484.458
111.0,3484.458
111.0,3484.458
281.0,3484.458
111.0,3484.458
1000000.0,2512.503
111.0,2512.503
462.0,2617.791
1000000.0,2617.791
1000000.0,2571.414
111.0,2571.414
111.0,3484.458
111.0,3484.458
111.0,3484.458
111.0,3484.458
111.0,2500.458
440.0,2500.458
111.0,3484.458
438.0,3484.458
1000000.0,2531.461
471.0,2531.461
111.0,2651.124
1000000.0,2651.124
1000000.0,2592.504
111.0,2592.504
111.0,3188.743
111.0,3188.743
111.0,3484.458
111.0,3484.458
111.0,3484.458
440.0,3484.458
115.0,3484.458
440.0,3484.458
1000000.0,2553.087
111.0,2553.087
111.0,2651.124
1000000.0,2651.124
1000000.0,2627.315
111.0,2627.315
111.0,3484.458
111.0,3484.458
111.0,3484.458
111.0,3484.458
428.0,2454.791
111.0,2514.124
457.0,4684.458
111.0,4684.458
1000000.0,2532.244
1537.0,2532.644
111.0,2891.124
1000000.0,2891.124
1000000.0,2773.484
111.0,2773.484
111.0,4486.124
111.0,4486.124
111.0,3496.458
111.0,3496.458
140370.0,3253.833
111.0,2484.458
866.0,16.0
835.0,1146.667
512.0,3582.662
835.0,333.333
835.0,274.713
767.0,756.0
835.0,417.57
835.0,333.333
487.0,2413.791
835.0,333.333
1000000.0,3384.567
866.0,16.0
835.0,333.333
1000000.0,507.246
775.0,637.023
835.0,333.333
183.0,2193.328
571.0,1400.807
619.0,1955.995
835.0,333.333
866.0,16.0
866.0,16.0
835.0,476.19
835.0,333.333
1000000.0,619.048
835.0,333.333
835.0,274.713
183.0,1953.328
835.0,333.333
183.0,4155.995
497.0,1173.492
1011.0,1236.0
183.0,2955.995
796.0,705.887
835.0,333.333
685.0,3002.999
195.0,2955.995
1000000.0,578.089
835.0,333.333
207.0,2955.995
835.0,333.333
835.0,333.333
835.0,476.19
866.0,16.0
806.0,422.667
835.0,274.713
111.0,2484.458
619.0,1955.995
1000000.0,102.957
866.0,16.0
1769.0,1135.627
835.0,274.713
1000000.0,520.569
835.0,333.333
856.0,613.333
207.0,2955.995
512.0,3582.662
835.0,476.19
835.0,333.333
619.0,2064.041
835.0,333.333
183.0,2955.995
866.0,16.0
866.0,16.0
183.0,2849.251
619.0,1955.995
195.0,2955.995
835.0,333.333
835.0,1357.333
339.0,967.078
547.0,2247.124
856.0,613.333
497.0,887.778
133177.0,1021.088
1000000.0,3172.087
496.0,2575.797
835.0,274.713
835.0,333.333
183.0,2245.113
1000000.0,594.203
835.0,1357.333
835.0,333.333
835.0,333.333
835.0,333.333
207.0,2955.995
835.0,333.333
895.0,397.073
835.0,333.333
835.0,333.333
835.0,333.333
195.0,2955.995
856.0,613.333
1000000.0,1511.593
183.0,2955.995
835.0,333.333
717.0,3516.843
284.0,2035.995
837.0,32.0
111.0,4444.458
111.0,4444.458
111.0,4444.458
111.0,4444.458
123.0,1595.936
32609.0,1694.229
111.0,1924.458
1000000.0,1924.458
1000000.0,1693.409
111.0,1693.409
111.0,1666.144
111.0,1666.144
111.0,4444.458
111.0,4444.458
111.0,4644.458
111.0,4644.458
111.0,4644.458
111.0,4644.458
1000000.0,1665.243
167.0,1665.243
111.0,2244.458
1000000.0,2244.458
1000000.0,1681.847
111.0,1681.847
111.0,4644.458
133.0,4644.458
111.0,4644.458
111.0,4644.458
111.0,2644.458
111.0,2644.458
281.0,2644.458
111.0,2644.458
1000000.0,1672.503
111.0,1672.503
462.0,1777.791
1000000.0,1777.791
1000000.0,1731.414
111.0,1731.414
111.0,2644.458
111.0,2644.458
111.0,2644.458
111.0,2644.458
111.0,1660.458
440.0,1660.458
111.0,2644.458
438.0,2644.458
1000000.0,1691.461
471.0,1691.461
111.0,1811.124
1000000.0,1811.124
1000000.0,1752.504
111.0,1752.504
111.0,2348.743
111.0,2348.743
111.0,2644.458
111.0,2644.458
