inconsistenciesObjective,aestheticObjective
895.0,0.0
895.0,0.0
866.0,16.0
895.0,0.0
1015.0,162.637
835.0,333.333
895.0,108.046
895.0,0.0
895.0,0.0
1004.0,165.333
895.0,0.0
895.0,108.046
895.0,21.687
895.0,0.0
895.0,0.0
835.0,333.333
895.0,0.0
895.0,1012.0
895.0,0.0
895.0,0.0
835.0,166.667
1000000.0,428.571
866.0,16.0
1000000.0,2296.403
835.0,333.333
895.0,108.046
163388.0,3020.449
895.0,0.0
1015.0,162.637
895.0,0.0
866.0,16.0
1015.0,162.637
866.0,16.0
806.0,422.667
835.0,333.333
895.0,108.046
895.0,0.0
895.0,0.0
1579.0,783.217
895.0,108.046
1000000.0,1196.475
895.0,0.0
895.0,108.046
895.0,0.0
895.0,0.0
835.0,166.667
1000000.0,637.694
895.0,0.0
1057.0,722.637
1015.0,162.637
895.0,0.0
895.0,0.0
835.0,333.333
866.0,16.0
835.0,333.333
1519.0,1189.883
895.0,0.0
837.0,321.027
895.0,0.0
32885.0,1724.076
1000000.0,897.356
895.0,108.046
1000000.0,472.631
967.0,477.046
895.0,0.0
1015.0,162.637
895.0,0.0
895.0,0.0
866.0,16.0
1015.0,270.683
1000000.0,675.991
1565.0,931.571
1000000.0,489.998
895.0,108.046
895.0,108.046
157536.0,2904.632
895.0,540.23
895.0,0.0
895.0,108.046
895.0,0.0
895.0,0.0
1000000.0,374.144
895.0,108.046
895.0,0.0
1000000.0,192.568
895.0,0.0
1015.0,162.637
1015.0,162.637
895.0,0.0
895.0,0.0
895.0,0.0
1000000.0,859.966
1000000.0,84.135
895.0,428.571
1005.0,266.667
895.0,0.0
895.0,0.0
1000000.0,142.857
835.0,333.333
866.0,16.0
835.0,333.333
806.0,3222.667
800.0,3222.667
788.0,3222.667
764.0,3222.667
716.0,3222.667
620.0,3222.667
428.0,3222.667
1141.0,3222.667
434.0,3222.667
422.0,3222.667
410.0,3222.667
386.0,3222.667
347.0,3222.667
497.0,3222.667
347.0,3222.667
347.0,3222.667
806.0,3222.667
806.0,3222.667
1000000.0,471.188
794.0,471.188
770.0,568.231
722.0,762.317
626.0,1150.49
32816.0,1931.834
638.0,1101.968
614.0,1199.011
590.0,1296.054
542.0,1490.14
32956.0,1879.563
554.0,1441.619
530.0,1538.662
506.0,1635.705
458.0,1829.791
114958.0,2266.713
470.0,1781.269
32956.0,1879.563
827.0,702.667
1000000.0,702.667
1000000.0,471.618
806.0,471.618
806.0,444.353
806.0,444.353
806.0,3222.667
806.0,3222.667
806.0,3422.667
806.0,3422.667
806.0,3422.667
806.0,3422.667
1000000.0,443.452
862.0,443.452
806.0,1022.667
1000000.0,1022.667
1000000.0,460.056
806.0,460.056
806.0,3422.667
828.0,3422.667
806.0,3422.667
806.0,3422.667
806.0,1422.667
792.0,1422.667
764.0,1422.667
459.0,1422.667
459.0,1422.667
459.0,1422.667
459.0,1422.667
858.0,1422.667
792.0,1422.667
764.0,1422.667
459.0,1422.667
459.0,1422.667
459.0,1422.667
459.0,1422.667
1000000.0,450.712
806.0,450.712
857.0,556.0
1000000.0,556.0
1000000.0,509.623
806.0,509.623
806.0,1422.667
806.0,1422.667
806.0,1422.667
806.0,1422.667
777.0,438.667
459.0,470.667
747.0,534.667
459.0,486.667
748.0,454.667
779.0,1422.667
459.0,1422.667
493.0,1422.667
459.0,1422.667
752.0,1422.667
1000000.0,469.67
956.0,469.67
806.0,589.333
1000000.0,589.333
1000000.0,530.713
806.0,530.713
806.0,1126.952
806.0,1126.952
806.0,1422.667
806.0,1422.667
806.0,1422.667
835.0,1422.667
781.0,1422.667
471.0,1422.667
487.0,1422.667
475.0,1422.667
756.0,1422.667
1000000.0,491.296
806.0,491.296
806.0,589.333
1000000.0,589.333
1000000.0,565.524
806.0,565.524
806.0,1422.667
806.0,1422.667
806.0,1422.667
806.0,1422.667
823.0,452.333
789.0,452.333
755.0,511.667
459.0,630.333
459.0,867.667
459.0,600.667
459.0,541.333
806.0,422.667
755.0,511.667
459.0,571.0
852.0,2622.667
788.0,2622.667
752.0,2622.667
459.0,2622.667
459.0,2622.667
459.0,2622.667
459.0,2622.667
1000000.0,470.453
852.0,470.853
767.0,829.333
788.0,1642.667
1011.0,1236.0
806.0,422.667
1000000.0,711.693
806.0,711.693
806.0,2424.333
806.0,2424.333
806.0,1434.667
806.0,1434.667
895.0,0.0
895.0,411.774
895.0,108.046
895.0,0.0
1015.0,270.683
1015.0,162.637
866.0,16.0
1015.0,162.637
1015.0,162.637
866.0,537.739
1000000.0,525.902
1000000.0,2361.464
895.0,0.0
1000000.0,842.657
1000000.0,517.67
895.0,108.046
1000000.0,1186.383
1015.0,270.683
1565.0,1098.237
895.0,0.0
5116.0,931.54
958.0,840.0
895.0,0.0
1565.0,931.571
895.0,0.0
806.0,422.667
895.0,0.0
895.0,540.23
895.0,108.046
895.0,112.18
945.0,433.333
937.0,560.0
1000000.0,983.262
1000000.0,1397.692
895.0,0.0
835.0,333.333
895.0,0.0
967.0,477.046
1000000.0,1566.249
1000000.0,142.857
895.0,0.0
806.0,422.667
1000000.0,997.224
895.0,171.246
895.0,1012.0
1000000.0,84.135
895.0,0.0
1000000.0,961.705
2383.0,818.453
1040.0,188.046
1000000.0,897.356
967.0,477.046
895.0,108.046
1000000.0,1101.106
895.0,0.0
906.0,1080.0
895.0,0.0
835.0,333.333
835.0,333.333
895.0,0.0
895.0,0.0
866.0,16.0
895.0,701.075
1015.0,162.637
1000000.0,1723.285
1004.0,165.333
1000000.0,1625.046
1000000.0,613.642
806.0,422.667
895.0,0.0
895.0,0.0
1000000.0,897.356
895.0,108.046
1000000.0,192.568
895.0,108.046
1000000.0,867.08
1000000.0,2054.144
835.0,166.667
806.0,422.667
835.0,333.333
1015.0,162.637
1000000.0,578.053
895.0,108.046
864.0,349.333
958.0,840.0
1000000.0,595.238
895.0,0.0
895.0,0.0
1000000.0,205.887
32885.0,1724.076
1000000.0,1172.256
895.0,0.0
1519.0,1189.883
835.0,166.667
1000000.0,1351.076
895.0,108.046
1005.0,266.667
32885.0,1724.076
835.0,333.333
998.0,2193.97
347.0,3222.667
347.0,3222.667
347.0,6022.667
347.0,6022.667
1000000.0,3271.188
5006.0,3271.188
359.0,3502.667
1000000.0,3502.667
1000000.0,3271.618
389.0,3271.618
347.0,3244.353
347.0,3244.353
347.0,6022.667
347.0,6022.667
347.0,6222.667
347.0,6222.667
347.0,6222.667
347.0,6222.667
1000000.0,3243.452
403.0,3243.452
347.0,3822.667
1000000.0,3822.667
1000000.0,3260.056
347.0,3260.056
347.0,6222.667
379.0,6222.667
347.0,6222.667
347.0,6222.667
347.0,4222.667
333.0,4222.667
305.0,4222.667
0.0,4222.667
0.0,4222.667
0.0,4222.667
0.0,4222.667
399.0,4222.667
333.0,4222.667
305.0,4222.667
0.0,4222.667
0.0,4222.667
0.0,4222.667
0.0,4222.667
1000000.0,3250.712
347.0,3250.712
398.0,3356.0
1000000.0,3356.0
1000000.0,3309.623
347.0,3309.623
347.0,4222.667
347.0,4222.667
347.0,4222.667
347.0,4222.667
318.0,3238.667
0.0,3270.667
288.0,3334.667
0.0,3286.667
289.0,3254.667
320.0,4222.667
0.0,4222.667
34.0,4222.667
0.0,4222.667
293.0,4222.667
1000000.0,3269.67
497.0,3269.67
347.0,3389.333
1000000.0,3389.333
1000000.0,3330.713
347.0,3330.713
347.0,3926.952
347.0,3926.952
347.0,4222.667
347.0,4222.667
347.0,4222.667
376.0,4222.667
322.0,4222.667
12.0,4222.667
28.0,4222.667
16.0,4222.667
297.0,4222.667
1000000.0,3291.296
347.0,3291.296
347.0,3389.333
1000000.0,3389.333
1000000.0,3365.524
347.0,3365.524
347.0,4222.667
347.0,4222.667
347.0,4222.667
347.0,4222.667
364.0,3252.333
330.0,3252.333
296.0,3311.667
0.0,3430.333
0.0,3667.667
0.0,3400.667
0.0,3341.333
347.0,3222.667
296.0,3311.667
0.0,3371.0
393.0,5422.667
329.0,5422.667
293.0,5422.667
0.0,5422.667
0.0,5422.667
0.0,5422.667
0.0,5422.667
1000000.0,3270.453
393.0,3270.853
308.0,3629.333
329.0,4442.667
552.0,4036.0
347.0,3222.667
1000000.0,3511.693
347.0,3511.693
347.0,5224.333
347.0,5224.333
347.0,4234.667
347.0,4234.667
895.0,0.0
1000000.0,1825.951
459.0,541.333
895.0,0.0
459.0,2752.787
895.0,0.0
866.0,16.0
745.0,1524.0
866.0,16.0
347.0,3222.667
895.0,0.0
895.0,0.0
895.0,0.0
835.0,166.667
835.0,166.667
895.0,0.0
835.0,406.667
835.0,333.333
866.0,16.0
895.0,0.0
917.0,671.072
835.0,333.333
895.0,0.0
895.0,0.0
835.0,333.333
895.0,0.0
1000000.0,1038.504
895.0,0.0
796.0,333.333
866.0,16.0
895.0,0.0
835.0,333.333
835.0,333.333
895.0,0.0
895.0,0.0
1195.0,235.019
1000000.0,1563.678
895.0,0.0
895.0,0.0
1000000.0,557.693
1195.0,1391.901
895.0,0.0
835.0,166.667
895.0,0.0
835.0,500.0
835.0,333.333
895.0,0.0
1000000.0,358.657
895.0,0.0
895.0,0.0
895.0,0.0
919.0,1453.333
866.0,1040.0
441.0,2139.458
835.0,333.333
131788.0,468.741
471.0,1422.667
835.0,333.333
866.0,16.0
1000000.0,230.003
835.0,166.667
835.0,333.333
1000000.0,548.195
1000000.0,249.429
916.0,280.0
459.0,541.333
1000000.0,1170.386
835.0,657.471
895.0,0.0
895.0,0.0
858.0,601.027
895.0,0.0
895.0,0.0
471.0,1422.667
895.0,0.0
835.0,333.333
1000000.0,785.074
866.0,16.0
1000000.0,535.942
895.0,0.0
459.0,1422.667
895.0,0.0
806.0,422.667
895.0,1800.0
895.0,0.0
835.0,333.333
895.0,0.0
459.0,2652.333
1000000.0,216.092
895.0,0.0
835.0,333.333
895.0,1200.0
895.0,0.0
895.0,0.0
895.0,0.0
895.0,21.687
806.0,422.667
866.0,16.0
895.0,898.233
895.0,0.0
0.0,3270.667
0.0,3270.667
0.0,6070.667
0.0,6070.667
1000000.0,3319.188
4659.0,3319.188
12.0,3550.667
1000000.0,3550.667
1000000.0,3319.618
42.0,3319.618
0.0,3292.353
0.0,3292.353
0.0,6070.667
0.0,6070.667
0.0,6270.667
0.0,6270.667
0.0,6270.667
0.0,6270.667
1000000.0,3291.452
56.0,3291.452
0.0,3870.667
1000000.0,3870.667
1000000.0,3308.056
0.0,3308.056
0.0,6270.667
32.0,6270.667
0.0,6270.667
0.0,6270.667
0.0,4270.667
0.0,4270.667
60.0,4270.667
0.0,4270.667
1000000.0,3298.712
0.0,3298.712
311.0,3404.0
1000000.0,3404.0
1000000.0,3357.623
0.0,3357.623
0.0,4270.667
0.0,4270.667
0.0,4270.667
0.0,4270.667
0.0,3286.667
289.0,3254.667
0.0,4270.667
287.0,4270.667
1000000.0,3317.67
500.0,3317.67
0.0,3437.333
1000000.0,3437.333
1000000.0,3378.713
0.0,3378.713
0.0,3974.952
0.0,3974.952
0.0,4270.667
0.0,4270.667
0.0,4270.667
289.0,4270.667
4.0,4270.667
289.0,4270.667
1000000.0,3339.296
0.0,3339.296
0.0,3437.333
1000000.0,3437.333
1000000.0,3413.524
0.0,3413.524
0.0,4270.667
0.0,4270.667
0.0,4270.667
0.0,4270.667
277.0,3300.333
0.0,3300.333
306.0,5470.667
0.0,5470.667
1000000.0,3318.453
342.0,3318.853
0.0,3677.333
320.0,2864.0
1000000.0,3559.693
0.0,3559.693
0.0,5272.333
0.0,5272.333
0.0,4282.667
0.0,4282.667
835.0,333.333
347.0,3222.667
459.0,470.667
835.0,333.333
459.0,541.333
835.0,406.667
1000000.0,1728.151
895.0,0.0
837.0,801.43
835.0,166.667
835.0,333.333
745.0,1524.0
866.0,16.0
459.0,1422.667
835.0,333.333
578.0,2984.595
1000000.0,858.983
796.0,333.333
806.0,422.667
1000000.0,3170.119
1195.0,235.019
895.0,0.0
1106.0,4115.401
806.0,422.667
175451.0,10729.849
806.0,422.667
308.0,3772.19
866.0,16.0
837.0,32.0
1000000.0,1857.449
796.0,333.333
835.0,166.667
835.0,166.667
835.0,166.667
33.0,4782.667
796.0,333.333
866.0,16.0
895.0,0.0
1000000.0,2813.812
459.0,541.333
1000000.0,476.19
745.0,1524.0
459.0,2752.787
866.0,16.0
459.0,1422.667
1000000.0,2289.747
1000000.0,932.057
781.0,1422.667
835.0,166.667
1000000.0,3271.188
835.0,445.513
1000000.0,575.941
745.0,990.805
835.0,657.471
11929.0,2353.259
1000000.0,952.09
835.0,657.471
835.0,333.333
738.0,365.333
471.0,1422.667
1000000.0,622.36
835.0,333.333
866.0,16.0
0.0,3341.333
1000000.0,4365.524
835.0,333.333
12.0,4359.925
835.0,333.333
837.0,321.027
835.0,333.333
459.0,470.667
459.0,541.333
166224.0,4778.358
835.0,166.667
837.0,321.027
308.0,3629.333
866.0,16.0
471.0,2022.667
471.0,1422.667
866.0,16.0
866.0,1040.0
1000000.0,1362.742
835.0,333.333
895.0,600.0
835.0,166.667
1000000.0,4901.968
1000000.0,1245.887
837.0,321.027
835.0,166.667
835.0,470.591
895.0,1012.0
170272.0,3859.077
866.0,16.0
459.0,1422.667
835.0,333.333
835.0,333.333
134080.0,961.778
866.0,16.0
767.0,829.333
0.0,4222.667
0.0,3270.667
0.0,3270.667
0.0,6070.667
0.0,6070.667
1000000.0,3319.188
4659.0,3319.188
12.0,3550.667
1000000.0,3550.667
1000000.0,3319.618
42.0,3319.618
0.0,3292.353
0.0,3292.353
0.0,6070.667
0.0,6070.667
0.0,6270.667
0.0,6270.667
0.0,6270.667
0.0,6270.667
1000000.0,3291.452
56.0,3291.452
0.0,3870.667
1000000.0,3870.667
1000000.0,3308.056
0.0,3308.056
0.0,6270.667
32.0,6270.667
0.0,6270.667
0.0,6270.667
0.0,4270.667
0.0,4270.667
60.0,4270.667
0.0,4270.667
1000000.0,3298.712
0.0,3298.712
311.0,3404.0
1000000.0,3404.0
1000000.0,3357.623
0.0,3357.623
0.0,4270.667
0.0,4270.667
0.0,4270.667
0.0,4270.667
0.0,3286.667
289.0,3254.667
0.0,4270.667
287.0,4270.667
1000000.0,3317.67
500.0,3317.67
0.0,3437.333
1000000.0,3437.333
1000000.0,3378.713
0.0,3378.713
0.0,3974.952
0.0,3974.952
0.0,4270.667
0.0,4270.667
0.0,4270.667
289.0,4270.667
4.0,4270.667
289.0,4270.667
1000000.0,3339.296
